name,openPrice,high_low,close,prevCloseDate,marketCap,sharesOutstanding,float,normalizedEPS,mthvwap,unadjVWAP,adjVWAP,peratio,price/Sales,price/CF,pricebookvalue,dividend,divident_5_yr_avg,debt,long term debt/equity,enterpriseValue,assets,cash,roe,roa,capEx,EBIT,revenue,operating_income,operating_margin,netincome,net_profit_margin,revenue_per_share_5_yr_growth,eps_per_share_5_yr_growth,ebita,industry
Great Eastern,25.760,25.780,-,26 Jul 2019,"12,202.17M",473.32M,8.53%,1.49,0.25M,SGD 26.05449,SGD 26.04006,13.110,0.817,12.167,1.525,2.327,2.317,"-5,058.50M",5.376,"6,896.87M","85,042.00M",-,9.899,1.098,-236.90M,-,"14,932.10M",926.90M,7.789,930.50M,6.319,2.991,1.881,-,Financial / Insurance (Life) / 
Japfa,0.520,0.525,-,26 Jul 2019,987.57M,1.86B,19.85%,0.08,35.07M,SGD 0.67453,SGD 0.67449,7.708,0.201,2.640,0.894,0.952,-,"1,705.48M",99.747,"2,424.29M","2,889.27M",166.70M,13.631,5.500,-237.25M,-,"4,920.15M",243.60M,6.309,125.12M,4.469,1.294,14.361,-,Consumer/Non-Cyclical / Food Processing / 
Creative,3.780,3.770,-,26 Jul 2019,282.75M,70.33M,58.29%,-0.02,2.22M,SGD 4.62744,SGD 4.62744,7.905,3.678,8.366,1.752,-,-,-149.60M,-,125.78M,146.30M,114.82M,43.268,16.962,-0.10M,-,76.87M,38.35M,-44.203,33.60M,43.671,-16.851,19.254,-,Technology / Computer Peripherals / 
APAC Realty,0.550,0.545,-,26 Jul 2019,193.58M,355.20M,26.51%,0.07,16.43M,SGD 0.58833,SGD 0.58833,9.629,0.493,8.836,1.337,8.257,-,28.11M,38.177,208.08M,283.20M,43.02M,17.563,7.703,-0.37M,-,392.41M,29.47M,6.392,20.10M,5.114,-,-,-,Services / Real Estate Operations / 
SBS Transit,4.080,4.130,-,26 Jul 2019,"1,288.00M",311.86M,24.35%,0.26,1.31M,SGD 3.78724,SGD 3.82891,15.326,0.916,7.211,2.518,3.123,2.784,174.98M,15.048,"1,330.29M","1,062.83M",32.71M,16.906,7.650,-27.81M,-,"1,406.19M",97.30M,7.325,84.01M,5.974,10.104,48.008,-,Transportation / Misc. Transportation / 
Metro,1.040,1.050,-,26 Jul 2019,873.13M,828.04M,45.65%,0.12,2.81M,SGD 1.00907,SGD 1.00907,9.126,5.077,8.823,0.574,1.905,2.030,2.96M,9.846,876.08M,"1,904.59M",226.72M,6.375,5.306,-1.97M,-,171.96M,34.94M,20.205,95.27M,55.642,4.321,-2.267,-,Services / Retail (Department & Discount) / 
P5 Capital,0.030,0.029,-,26 Jul 2019,16.17M,557.52M,38.23%,-0.00,23.86M,SGD 0.03248,SGD 0.03248,-,1.565,-,1.153,-,-,-8.19M,0.816,7.98M,17.23M,8.33M,-9.629,-8.013,-0.20M,-,10.33M,-1.34M,-12.974,-1.42M,-13.736,-26.612,-,-,Technology / Electronic Instr. & Controls / 
Centurion,0.420,0.415,-,26 Jul 2019,348.92M,840.78M,29.23%,0.09,3.63M,SGD 0.41527,SGD 0.41527,4.469,2.878,4.043,0.672,-,3.959,700.18M,137.075,"1,014.16M","1,321.74M",72.22M,16.352,6.354,-2.49M,-,121.25M,96.59M,78.206,78.07M,68.250,13.641,-5.170,-,Services / Hotels & Motels / 
China Everbright,0.350,0.355,-,26 Jul 2019,"1,992.17M",2.81B,98.77%,0.04,67.14M,SGD 0.40036,SGD 0.40056,7.652,2.260,13.484,0.640,2.789,-,"1,050.23M",68.148,"2,927.39M","19,584.39M","2,253.92M",8.541,3.802,-11.18M,-,881.67M,"1,324.80M",27.063,123.26M,15.048,-,-,-,Utilities / Water Utilities / 
Singapore-eDev,0.061,0.058,-,26 Jul 2019,63.88M,1.10B,22.66%,-0.01,47.25M,SGD 0.05098,SGD 0.05098,-,2.373,-,1.796,-,-,-0.90M,-,62.99M,67.78M,3.12M,-21.021,-11.028,-0.04M,-,26.92M,-7.53M,-27.962,-8.29M,-30.785,-,-,-,Technology / Software & Programming / 
Winas,0.039,0.040,-,26 Jul 2019,13.73M,341.08M,44.73%,-0.01,72.15M,SGD 0.06666,SGD 0.06666,0.618,-,1.499,0.129,31.250,70.230,-93.05M,-,-9.61M,125.26M,23.34M,-5.815,5.868,-1.03M,-,-45.72M,-4.71M,-,6.75M,-,-77.521,-,-,Transportation / Railroads / 
Yoma Strategic,0.365,0.365,-,26 Jul 2019,691.97M,1.90B,64.81%,0.02,53.98M,SGD 0.3403,SGD 0.34038,15.562,5.205,9.246,0.910,1.370,-,442.70M,46.674,"1,094.49M","1,202.70M",80.73M,6.245,3.725,-26.37M,-,132.95M,56.34M,58.156,44.73M,44.092,-2.827,12.472,-,Capital Goods / Construction Services / 
GSS Energy,0.084,0.082,-,26 Jul 2019,40.69M,496.16M,64.80%,0.01,57.47M,SGD 0.10474,SGD 0.10474,28.873,0.404,11.461,0.868,-,-,-0.07M,-,36.79M,76.93M,8.93M,5.131,1.614,-8.54M,-,100.78M,2.81M,1.573,1.44M,1.230,-,-,-,Technology / Electronic Instr. & Controls / 
Silverlake Axis,0.540,0.535,-,26 Jul 2019,"1,442.61M",2.65B,30.08%,0.02,22.72M,SGD 0.50175,SGD 0.51774,19.515,6.572,17.857,7.305,2.617,3.969,-188.67M,0.559,"1,286.36M","1,007.26M",498.38M,15.634,20.067,-24.14M,-,219.50M,164.40M,43.544,72.74M,33.136,5.554,-7.990,-,Technology / Software & Programming / 
Net Pacific Fin,0.023,0.031,-,26 Jul 2019,16.29M,525.63M,20.95%,-0.02,4.30M,SGD 0.02628,SGD 0.02628,-,25.016,-,0.786,-,-,-7.45M,-,8.85M,123.65M,42.58M,-31.340,-29.935,-0.03M,-,0.65M,-47.72M,"-1,200.752",-7.91M,"-1,213.668",-25.314,-,-,Financial / Consumer Financial Services / 
UnUsUaL,0.315,0.320,-,26 Jul 2019,329.34M,1.03B,10.98%,0.01,5.91M,SGD 0.27268,SGD 0.30813,24.961,5.785,21.858,6.224,-,-,0.25M,-,329.59M,89.97M,3.75M,28.489,18.686,-2.14M,-,56.93M,16.13M,28.336,13.19M,23.176,-,-,-,Services / Rental & Leasing / 
Jadason,0.039,0.041,-,26 Jul 2019,29.77M,722.40M,48.10%,-0.00,61.28M,SGD 0.0374,SGD 0.0374,-,0.573,-,0.615,-,-,10.76M,0.006,21.63M,64.84M,10.71M,-2.668,-3.819,-1.88M,-,51.92M,-0.55M,-3.642,-2.85M,-5.493,-9.508,-,-,Technology / Electronic Instr. & Controls / 
Overseas Edu,0.290,0.290,-,26 Jul 2019,120.46M,415.36M,25.73%,0.02,5.18M,SGD 0.31129,SGD 0.31129,16.979,1.462,6.722,0.830,9.483,5.244,80.51M,-,196.57M,305.28M,41.63M,4.728,2.275,-1.54M,-,82.37M,9.35M,11.356,7.09M,8.611,-5.052,-21.793,-,Services / Schools / 
Miyoshi,0.043,0.043,-,26 Jul 2019,26.34M,607.60M,48.68%,0.00,51.14M,SGD 0.04987,SGD 0.05001,-,1.054,42.219,0.384,4.651,-,5.66M,6.070,31.03M,87.01M,5.34M,2.113,-1.203,-8.27M,-,25.00M,1.65M,-2.868,-0.60M,-4.137,-26.505,-,-,Technology / Computer Storage Devices / 
Far East Orchard,1.200,1.200,-,26 Jul 2019,526.03M,438.36M,32.20%,0.07,2.44M,SGD 1.247,SGD 1.247,18.234,3.514,11.691,0.422,5.000,4.071,308.01M,12.597,703.89M,"2,145.36M",256.29M,2.625,1.272,-4.63M,-,149.72M,35.66M,21.299,28.69M,19.128,-3.141,0.081,-,Capital Goods / Construction Services / 
Hong Fok,0.870,0.870,-,26 Jul 2019,757.43M,863.91M,26.05%,0.27,8.05M,SGD 0.88364,SGD 0.88341,3.126,5.388,2.759,0.397,1.149,1.381,718.15M,34.498,"1,465.85M","3,379.95M",68.20M,10.478,8.411,-1.74M,-,140.58M,300.42M,218.142,192.90M,194.574,-11.044,-8.867,-,Capital Goods / Construction Services / 
Olam Intl,1.990,1.980,-,26 Jul 2019,"6,476.62M",3.18B,69.11%,0.07,8.60M,SGD 1.96486,SGD 1.96487,21.037,0.205,8.595,0.983,3.788,-,"9,177.66M",102.620,"15,258.43M","23,446.82M","2,486.43M",4.580,1.397,-821.14M,-,"31,531.56M",866.55M,2.857,303.42M,1.052,-,-,-,Consumer/Non-Cyclical / Food Processing / 
Jiutian Chemical,0.017,0.017,-,26 Jul 2019,30.91M,1.82B,65.77%,0.00,101.29M,SGD 0.01796,SGD 0.01796,-,0.121,7.693,0.285,-,-,-16.61M,-,6.95M,"1,457.07M",230.44M,4.092,-0.576,-6.99M,-,255.25M,35.21M,-0.240,-1.51M,-0.612,5.876,0.519,-,Basic Materials / Chemical Manufacturing / 
BRC Asia,1.330,1.330,-,26 Jul 2019,312.50M,233.34M,16.94%,0.05,10.95M,SGD 1.32474,SGD 1.32553,15.824,0.378,9.088,1.260,-,3.258,295.46M,44.451,632.62M,698.74M,41.08M,5.950,3.754,-26.87M,-,826.96M,15.65M,3.162,20.57M,2.487,1.772,-22.679,-,Capital Goods / Construction Services / 
ISDN,0.230,0.225,-,26 Jul 2019,94.88M,421.68M,56.16%,0.03,20.24M,SGD 0.23691,SGD 0.23691,8.953,0.315,5.354,0.615,3.111,2.210,-13.90M,8.394,81.57M,283.10M,41.88M,7.808,5.858,-2.63M,-,301.34M,24.36M,7.617,9.96M,5.152,10.058,16.413,-,Technology / Semiconductors / 
Chip Eng Seng,0.700,0.705,-,26 Jul 2019,470.60M,626.01M,53.79%,0.11,10.04M,SGD 0.74844,SGD 0.74884,6.572,0.412,4.789,0.532,5.674,5.260,"1,460.03M",205.709,"2,074.40M","3,086.54M",207.33M,7.862,2.619,-21.89M,-,"1,143.23M",98.04M,8.051,68.32M,6.887,16.993,-2.591,-,Capital Goods / Construction Services / 
Micro-Mechanics,1.560,1.560,-,26 Jul 2019,216.89M,139.03M,31.34%,0.12,0.50M,SGD 1.61261,SGD 1.61261,15.272,3.494,10.374,3.866,5.769,5.456,-16.77M,2.138,198.18M,73.29M,20.92M,29.795,20.884,-12.12M,-,62.08M,21.85M,29.784,14.20M,22.876,10.704,27.318,-,Capital Goods / Misc. Capital Goods / 
OUE,1.520,1.530,-,26 Jul 2019,"1,501.85M",901.52M,30.76%,0.02,5.10M,SGD 1.6429,SGD 1.64285,-,2.330,19.114,0.345,1.307,1.436,"4,145.02M",76.797,"4,561.08M","9,265.82M",437.03M,0.252,0.617,-7.16M,-,644.58M,115.25M,18.645,10.03M,9.453,7.020,-,-,Services / Real Estate Operations / 
SingMedical,0.375,0.370,-,26 Jul 2019,178.72M,483.02M,40.75%,0.03,8.78M,SGD 0.44544,SGD 0.44544,13.806,2.044,9.976,1.325,-,-,18.66M,8.950,176.63M,181.84M,20.01M,10.816,7.205,-3.42M,-,87.43M,15.15M,17.563,12.83M,14.533,3.957,-,-,Healthcare / Healthcare Facilities / 
Haw Par,14.210,14.080,-,26 Jul 2019,"3,112.70M",221.07M,63.93%,0.81,1.69M,SGD 13.54276,SGD 13.397,17.096,12.392,16.540,1.016,2.131,2.385,-506.58M,-,"2,616.52M","3,030.45M",519.43M,5.963,5.606,-3.36M,-,251.18M,190.99M,76.872,181.80M,72.378,10.769,10.436,-,Healthcare / Biotechnology & Drugs / 
Thomson Medical,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Sen Yue,0.034,0.034,-,26 Jul 2019,29.39M,864.28M,21.09%,0.00,45.37M,SGD 0.03637,SGD 0.03637,-,0.121,9.485,0.721,-,-,42.65M,9.653,72.03M,118.21M,18.14M,4.763,-0.060,-3.55M,-,242.64M,4.71M,1.309,-0.07M,-0.028,52.196,-,-,Basic Materials / Misc. Fabricated Products / 
Jumbo,0.400,0.395,-,26 Jul 2019,253.52M,641.83M,21.51%,0.02,9.59M,SGD 0.40487,SGD 0.40492,20.933,1.665,15.362,3.717,3.038,-,-46.42M,-,206.51M,87.96M,47.02M,16.875,13.310,-6.22M,-,152.27M,13.61M,9.403,12.10M,7.410,2.537,-1.373,-,Services / Restaurants / 
Broadway Ind,0.062,0.060,-,26 Jul 2019,28.31M,468.96M,47.26%,0.01,8.99M,SGD 0.06239,SGD 0.06239,-,0.078,2.815,0.360,-,-,24.62M,-,56.19M,205.02M,11.53M,1.842,-2.400,-17.07M,-,363.08M,3.75M,-0.576,-4.21M,-1.224,-11.845,-3.851,-,Consumer Cyclical / Appliance & Tool / 
Bumitama Agri,0.585,0.585,-,26 Jul 2019,"1,028.16M",1.74B,15.79%,0.06,6.09M,SGD 0.6862,SGD 0.68626,10.728,1.290,6.121,1.321,4.701,2.647,531.92M,12.030,"1,509.93M","16,538,804.00M","299,053.00M",14.416,7.164,"-705,609.00M",-,797.28M,"1,811,910.00M",18.851,95.47M,14.200,15.671,5.181,-,Consumer/Non-Cyclical / Crops / 
Tiong Woon,0.380,0.390,-,26 Jul 2019,90.57M,232.24M,53.91%,0.00,2.51M,SGD 0.31759,SGD 0.31759,17.150,0.848,2.605,0.358,-,-,85.03M,34.169,188.30M,413.10M,8.99M,0.482,1.234,-4.57M,-,106.80M,1.35M,5.522,5.29M,4.928,-13.398,-42.863,-,Services / Rental & Leasing / 
VICOM,7.240,7.210,-,26 Jul 2019,639.11M,88.64M,26.59%,0.39,0.32M,SGD 6.5336,SGD 6.5336,18.243,6.323,15.107,4.233,5.080,4.335,-78.49M,-,535.01M,190.21M,104.10M,23.198,17.326,-26.20M,-,101.07M,39.71M,39.888,35.04M,35.117,-0.986,4.018,-,Services / Business Services / 
Q&M Dental,0.495,0.485,-,26 Jul 2019,390.37M,785.62M,22.45%,0.02,6.50M,SGD 0.47567,SGD 0.47567,29.323,3.223,20.777,3.314,1.691,1.565,80.03M,77.889,452.07M,214.15M,24.92M,12.535,5.761,-2.75M,-,121.10M,12.87M,10.691,13.09M,10.924,8.778,13.775,-,Healthcare / Healthcare Facilities / 
Sunningdale Tech,1.390,1.400,-,26 Jul 2019,266.91M,190.65M,64.02%,0.10,3.42M,SGD 1.43082,SGD 1.43082,9.374,0.372,4.417,0.694,5.357,4.804,-9.57M,6.152,287.88M,714.43M,88.75M,7.963,4.092,-37.01M,-,717.33M,37.76M,5.115,28.61M,3.989,4.319,12.023,-,Technology / Communications Equipment / 
BreadTalk,0.735,0.725,-,26 Jul 2019,408.75M,563.28M,31.89%,0.03,6.31M,SGD 0.80341,SGD 0.80459,33.045,0.660,6.941,3.372,2.069,1.766,438.39M,96.035,444.91M,608.86M,189.77M,11.549,2.141,-47.95M,-,618.87M,32.94M,4.953,15.33M,2.801,2.628,2.277,-,Consumer/Non-Cyclical / Food Processing / 
Man Oriental USD,USD 1.670,USD 1.630,-,26 Jul 2019,"2,058.96M",1.26B,20.13%,0.05,2.88M,USD 1.89995,USD 1.8835,47.233,3.355,15.850,1.659,1.840,2.586,284.70M,0.589,"2,343.66M","2,021.30M",246.80M,3.470,2.148,-68.60M,-,613.70M,69.60M,11.341,43.60M,7.072,-5.010,-17.533,-,Services / Hotels & Motels / 
GKE,0.067,0.070,-,26 Jul 2019,55.63M,788.53M,59.06%,-0.00,11.90M,SGD 0.06833,SGD 0.06833,-,0.689,4.071,0.706,-,-,63.64M,73.855,121.39M,176.72M,12.64M,-4.069,2.316,-19.33M,-,80.70M,-1.76M,7.135,3.94M,5.096,12.570,-,-,Transportation / Trucking / 
Pacific Century,0.355,0.360,-,26 Jul 2019,953.91M,2.65B,9.15%,0.02,2.12M,SGD 0.40779,SGD 0.40779,20.725,55.082,20.554,0.659,6.111,-,61.51M,0.001,953.91M,"1,424.34M",13.11M,3.580,3.104,-0.02M,-,17.32M,43.03M,231.591,46.05M,265.903,18.713,-3.547,-,Financial / Consumer Financial Services / 
Penguin Intl,0.540,0.535,-,26 Jul 2019,117.79M,220.17M,66.99%,0.04,8.59M,SGD 0.41735,SGD 0.41735,8.674,1.098,5.242,0.774,0.841,2.051,-41.54M,0.055,76.25M,206.75M,42.62M,9.269,7.058,-19.22M,-,107.27M,15.50M,14.447,13.58M,12.662,-0.556,-3.781,-,Transportation / Water Transportation / 
PropNex,0.535,0.530,-,26 Jul 2019,196.10M,370.00M,21.97%,0.06,3.16M,SGD 0.56284,SGD 0.56393,12.867,0.487,10.414,2.847,-,-,-76.54M,-,120.43M,142.11M,75.67M,45.689,-,-2.06M,-,403.00M,25.65M,4.948,15.24M,4.287,-,-,-,Services / Real Estate Operations / 
IEV,0.036,0.037,-,26 Jul 2019,13.53M,365.51M,38.40%,-0.01,86.89M,SGD 0.03587,SGD 0.03587,-,8.584,-,-,-,-,1.12M,-,14.15M,24.23M,1.11M,-,-27.487,-0.87M,-,1.58M,-8.64M,-180.901,-2.87M,-184.353,-57.190,-,-,Energy / Oil Well Services & Equipment / 
ISOTeam,0.245,0.250,-,26 Jul 2019,71.47M,283.62M,32.94%,0.01,8.23M,SGD 0.227,SGD 0.227,39.002,0.578,13.371,1.132,0.720,1.770,28.19M,24.632,86.69M,109.86M,12.20M,3.231,0.778,-5.75M,-,123.73M,0.83M,1.616,1.83M,0.739,1.184,-28.114,-,Capital Goods / Construction Services / 
IFAST,1.100,1.110,-,26 Jul 2019,298.30M,267.85M,34.42%,0.04,2.24M,SGD 1.11491,SGD 1.11549,30.962,2.539,17.710,3.369,2.838,3.267,-30.67M,0.009,250.25M,157.98M,85.42M,13.086,6.620,-9.44M,-,117.47M,11.00M,8.840,9.76M,8.123,5.856,-0.384,-,Financial / Investment Services / 
Jubilee Ind,0.029,0.027,-,26 Jul 2019,27.74M,1.01B,24.58%,0.00,21.98M,SGD 0.03023,SGD 0.03023,12.108,0.169,6.791,0.671,-,-,12.44M,0.113,40.18M,86.82M,6.30M,7.188,3.570,-0.60M,-,163.69M,2.68M,1.637,2.71M,1.759,-,-,-,Capital Goods / Misc. Capital Goods / 
Yongnam,0.172,0.175,-,26 Jul 2019,91.46M,522.60M,59.04%,-0.10,13.29M,SGD 0.18151,SGD 0.18151,-,0.577,-,0.373,-,-,170.33M,35.726,217.26M,478.14M,14.26M,-18.283,-11.173,-32.88M,-,158.48M,-66.05M,-43.252,-52.89M,-35.532,-21.654,-,-,Capital Goods / Construction Services / 
Global Inv,0.139,0.140,-,26 Jul 2019,241.34M,1.70B,75.97%,0.00,18.47M,-,-,10.598,8.903,-,0.717,7.143,9.970,-109.60M,-,142.68M,323.43M,98.66M,2.237,6.735,-,-,27.11M,7.41M,83.329,22.49M,82.949,-27.366,-31.227,-,Financial / Misc. Financial Services / 
MarcoPolo Marine,0.021,0.020,-,26 Jul 2019,70.49M,3.52B,38.21%,0.02,35.35M,SGD 0.01785,SGD 0.01782,-,2.951,14.846,0.646,-,-,-14.06M,0.090,52.70M,124.76M,17.95M,-,-2.182,-1.42M,-,23.89M,176.29M,9.033,-2.73M,-11.431,-47.851,0.543,-,Transportation / Water Transportation / 
Perennial Hldgs,0.610,0.610,-,26 Jul 2019,"1,015.74M",1.66B,18.29%,0.05,1.92M,SGD 0.63712,SGD 0.63712,22.054,11.519,5.572,0.368,0.656,-,"3,055.09M",80.731,"3,988.25M","7,670.33M",76.86M,2.838,2.345,-12.68M,-,88.18M,319.93M,359.299,45.98M,195.049,-,-,-,Services / Real Estate Operations / 
Spackman,0.018,0.018,-,26 Jul 2019,18.73M,1.03B,68.41%,-0.00,173.38M,SGD 0.02267,SGD 0.02267,-,0.835,8.862,0.251,-,-,-4.28M,6.268,16.51M,67.55M,7.34M,-5.236,-1.636,-2.36M,-,22.42M,-0.64M,0.792,-1.52M,-6.459,-4.504,-,-,Services / Motion Pictures / 
UOI,7.100,7.100,-,26 Jul 2019,434.20M,61.16M,26.69%,0.39,0.06M,SGD 7.14184,SGD 7.14184,6.677,9.277,13.933,1.089,2.394,2.836,-65.01M,-,372.73M,610.72M,-,6.305,4.772,-0.05M,-,46.81M,25.79M,72.632,30.74M,65.680,-7.681,-2.813,-,Financial / Insurance (Prop. & Casualty) / 
HPL,3.650,3.680,-,26 Jul 2019,"1,917.79M",521.14M,31.18%,0.22,0.32M,SGD 3.76269,SGD 3.76269,55.707,3.435,16.756,0.893,1.087,1.087,641.73M,28.684,"2,487.81M","3,154.93M",142.39M,5.723,1.531,-123.84M,-,558.32M,85.26M,10.838,47.45M,8.826,-3.948,-7.902,-,Services / Hotels & Motels / 
Cordlife,0.540,0.540,-,26 Jul 2019,144.46M,253.30M,40.82%,-,13.48M,SGD 0.49302,SGD 0.49302,32.316,2.036,19.858,1.150,1.481,-,-43.43M,3.556,105.80M,214.48M,43.27M,-,1.986,-2.80M,-,70.94M,7.86M,8.518,4.25M,6.029,-,-,-,Healthcare / Healthcare Facilities / 
KrisEnergy,0.037,0.036,-,26 Jul 2019,54.10M,1.50B,75.39%,-0.07,90.32M,SGD 0.05724,SGD 0.05724,-,0.309,-,20.067,-,-,641.25M,"1,930.967",575.60M,640.87M,77.61M,-150.552,-19.582,-54.29M,-,174.83M,-133.16M,-106.370,-191.42M,-109.491,-4.950,-,-,Energy / Oil & Gas Operations / 
Elec & Eltek USD,USD 1.420,USD 1.420,-,26 Jul 2019,265.43M,186.92M,25.26%,0.13,0.44M,USD 1.39183,USD 1.39183,12.447,0.436,4.186,0.660,-,4.720,85.74M,13.531,349.55M,726.53M,25.08M,6.167,3.136,-85.23M,-,609.44M,32.67M,4.847,21.32M,3.620,3.602,12.139,-,Technology / Semiconductors / 
Trendlines,0.088,0.087,-,26 Jul 2019,52.96M,608.74M,62.14%,-0.01,6.73M,SGD 0.09212,SGD 0.09212,-,6.246,-,0.453,-,-,-4.36M,3.460,42.29M,110.01M,10.78M,-6.871,-4.999,-0.19M,-,8.48M,-1.26M,-26.250,-7.36M,-91.487,-3.617,-,-,Financial / Investment Services / 
Heeton,0.440,0.440,-,26 Jul 2019,143.07M,325.16M,31.21%,0.05,3.21M,SGD 0.44948,SGD 0.44948,11.914,2.632,11.071,0.338,1.364,1.419,251.33M,52.471,398.88M,855.63M,68.35M,4.253,1.150,-104.79M,-,54.36M,8.68M,11.050,12.01M,18.839,24.741,-4.522,-,Capital Goods / Construction Services / 
China Sunsine,1.130,1.120,-,26 Jul 2019,550.70M,491.69M,31.35%,0.26,7.93M,SGD 1.18963,SGD 1.18949,4.597,0.889,3.949,1.136,4.911,3.413,-232.74M,-,344.06M,"2,747.32M","1,038.59M",31.527,23.359,-129.74M,-,619.34M,711.58M,21.275,119.77M,19.338,12.887,51.242,-,Basic Materials / Chemical Manufacturing / 
MM2 Asia,0.230,0.225,-,26 Jul 2019,261.63M,1.16B,48.87%,0.02,10.93M,SGD 0.27924,SGD 0.27924,13.670,0.983,5.281,1.222,-,-,204.43M,86.930,466.06M,665.72M,18.57M,9.746,4.602,-5.36M,-,266.19M,57.68M,21.669,19.14M,10.788,58.430,33.375,-,Services / Motion Pictures / 
SingTel 10,3.360,3.310,-,26 Jul 2019,"53,886.22M",16.33B,94.82%,0.19,498.63M,SGD 3.14333,SGD 3.14333,17.431,3.102,10.180,1.806,5.303,4.752,"10,151.40M",29.439,"64,037.62M","48,914.80M",512.70M,10.393,6.305,"-2,057.90M",-,"17,371.70M","2,537.90M",14.609,"3,094.50M",17.679,0.151,-3.703,-,Services / Communications Services / 
SingHaiyi,0.092,0.094,-,26 Jul 2019,405.44M,4.27B,23.92%,0.01,7.35M,SGD 0.09377,SGD 0.09477,17.636,5.341,21.839,0.602,1.596,1.627,"1,036.88M",160.403,"1,447.66M","1,854.18M",124.99M,3.429,1.314,-0.11M,-,75.91M,0.32M,0.418,22.65M,24.038,-5.764,-11.441,-,Services / Real Estate Operations / 
JB Foods,0.630,0.620,-,26 Jul 2019,187.98M,303.20M,14.95%,0.12,2.56M,SGD 0.66092,SGD 0.66152,5.066,0.415,4.314,1.080,3.226,-,116.66M,0.070,279.50M,248.29M,13.42M,25.982,11.673,-17.33M,-,453.20M,34.09M,10.344,37.04M,8.173,1.813,-,-,Consumer/Non-Cyclical / Food Processing / 
Ho Bee Land,2.380,2.390,-,26 Jul 2019,"1,680.98M",665.23M,20.71%,0.41,1.06M,SGD 2.49585,SGD 2.49585,6.403,8.380,6.750,0.477,3.347,3.006,"2,332.87M",62.930,"3,972.49M","5,970.84M",176.32M,8.422,4.639,-4.93M,-,200.61M,262.98M,136.050,248.37M,123.825,7.521,-14.135,-,Capital Goods / Construction Services / 
F & N,1.700,1.680,-,26 Jul 2019,"2,434.37M",1.45B,11.86%,0.08,1.64M,SGD 1.76365,SGD 1.77014,15.672,1.282,8.858,0.857,2.679,1.980,340.52M,17.627,"2,775.66M","4,490.75M",530.13M,4.335,4.793,-106.56M,-,"1,898.15M",120.06M,7.985,155.28M,11.365,-3.561,-,-,Consumer/Non-Cyclical / Beverages (Nonalcoholic) / 
CSC,0.024,0.023,-,26 Jul 2019,54.02M,2.33B,37.16%,-0.01,28.15M,SGD 0.02261,SGD 0.02261,-,0.167,8.817,0.465,-,-,87.49M,15.136,141.52M,353.35M,15.21M,-15.634,-5.238,-16.03M,-,323.13M,-14.69M,-4.547,-19.34M,-5.579,-17.441,-,-,Capital Goods / Construction Services / 
HC Surgical,0.560,0.550,-,26 Jul 2019,82.30M,149.00M,21.78%,0.03,0.19M,SGD 0.57975,SGD 0.57955,10.502,4.817,8.774,4.035,3.636,-,-2.83M,-,79.56M,22.64M,4.99M,29.240,39.172,-0.26M,-,17.09M,5.53M,42.774,7.81M,52.531,-,-,-,Healthcare / Healthcare Facilities / 
Isetan,4.470,4.690,-,26 Jul 2019,193.46M,41.25M,23.96%,-0.01,0.58M,SGD 3.6376,SGD 3.6376,-,1.612,-,1.216,1.066,-,-21.31M,-,138.75M,208.58M,54.71M,-8.300,-5.954,-0.44M,-,120.03M,-17.22M,-13.959,-13.36M,-11.134,-18.174,-,-,Services / Retail (Department & Discount) / 
Boustead Proj,1.000,0.985,-,26 Jul 2019,315.20M,309.71M,24.31%,0.08,1.27M,SGD 0.95152,SGD 0.95287,10.035,1.346,8.483,1.086,1.523,-,37.97M,28.380,353.17M,565.95M,108.34M,11.646,6.106,-0.65M,-,234.22M,40.58M,17.323,30.58M,13.055,-44.236,-47.179,-,Capital Goods / Construction Services / 
MFG Integration,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Asian Healthcare,0.235,0.235,-,26 Jul 2019,76.58M,325.89M,2.65%,0.01,3.37M,SGD 0.25568,SGD 0.25568,25.488,7.050,30.573,5.160,3.404,-,-13.02M,-,63.56M,14.65M,13.02M,32.563,-,-0.01M,-,10.86M,2.94M,27.018,2.45M,22.572,-,-,-,Healthcare / Healthcare Facilities / 
CDW,0.190,0.191,-,26 Jul 2019,48.17M,227.24M,43.19%,-0.01,1.12M,SGD 0.17846,SGD 0.17846,46.571,0.379,15.666,0.562,7.860,8.094,-26.23M,0.994,8.27M,88.93M,37.67M,1.517,0.713,-2.20M,-,126.93M,3.23M,3.494,0.95M,0.633,-11.902,-39.384,-,Technology / Electronic Instr. & Controls / 
SingShipping,0.285,0.285,-,26 Jul 2019,124.55M,425.63M,46.93%,0.03,2.26M,SGD 0.28737,SGD 0.28737,8.537,1.880,4.894,0.962,3.509,3.413,46.58M,59.143,171.13M,176.92M,28.17M,11.667,5.968,-1.98M,-,66.27M,12.17M,25.103,14.47M,21.835,7.202,4.464,-,Transportation / Water Transportation / 
